text,item
Make my own skills clear to me,5
Talk to friends,5
I'm trying to figure out that I can keep up with them.,5
I will use a lot of time to compensate my disadvantages by learning again.,5
I look at reviews of older students who have studied very successfully,5
I try to ignore this thought,5
I try to remember how I was when I started studying.,5
Well prepared to appear events,5
Find social connection to assess additional level,5
Sufficient and good sleep > Avoiding anxiety-related loss of performance,5
Comparison of self-claim: I don't have to be the best,5
"Stress reduction (sports, reading)",5
I learn about the experiences of other older students,5
I accept my deficits and try to balance them,5
I let friends & relatives encourage me/talk with them,5
I'll just try and if necessary let them help me.,5
"I surround myself with people with ""my level of knowledge. """,5
I'll see what I missed and try to catch up as best I can.,5
I'm just swimming with you.,5
I'll repeat the year if necessary.,5
I ask my old fellow students how they are,5
I'm trying to get involved in study groups,5
I attend all the lectures and study with,5
I talk to friends/relatives to encourage me,5
"I'm talking to the younger students, as they may just seem convinced about their study experience",5
"I try not only to learn, but also to have a social life despite the fear",5
I stop studying again & go to work,5
I stop studying & continue to give myself time out,5
I bribe my classmates with alcohol :),5
I try to get involved with my classmates,5
I give myself motivation to start alone,5
after longer consideration motivated with the self-confidence of my classmates,5
I'm dreaming about how nice the timeout was,5
Try to give my best,5
Talk to the familiar about fear,5
invest more time,5
find out more about fellow students,5
End with it,5
I don't compare myself to others,5
Relax more often,5
Thinking about the benefits of my experience,5
Find me a study group.,5
Remind me of my own abilities.,5
Get me advice from my family.,5
Let me help with the psych student counseling.,5
Try to compensate for more learning.,5
Remind me that perception and reality often differ.,5
In the subjects where I am insecure to seek help.,5
Try to get old questions and other information.,5
learn more than the others,5
Find Help,5
Ignore age difference,5
go to all courses,5
Abort Study,5
Finding the same age,5
learn more to keep up,5
realize that they too have their weaknesses,5
Go for tutoring,5
"friends with students and ""better assess the danger""",5
Leave university,5
Therapy go to treat anxiety,5
Give yourself the courage to make it,5
Choose other studies,5
I use my life experience as compensation,5
I trust in my abilities,5
I assure myself that I can also pack this,5
I practice to be as good as the other students,5
I talk to friends about my fear,5
I'm getting advice from my mother,5
I make a target/have list,5
I am calming down,5
almost every lecture attend & write along,5
try to form learning groups,5
Set a timetable from the start,5
to the thing relaxed to see & see what comes,5
Make you realize that they're probably scared too,5
Go to the therapist,5
Learn a lot extra,5
Consciousness That Comparing does nothing,5
Consciousness That You Have More Experience,5
Get in touch with the young students and talk to them,5
Make it clear that everyone has the same fears,5
Do not take the competition thoughts as full & do not compare.,5
Discussing the fears with friends.,5
I'm talking to people who are in the same situation as I am.,5
"I don't take the competitive behavior seriously, after all I study for myself!",5
I remember that in my time out I was able to gain many other experiences,5
I talk to friends/family about my fears.,5
"I'm talking to my younger colleagues, maybe I'm learning from them.",5
I see this as an incentive to get involved in my studies.,5
I'm not trying to compare any more,5
"Pull it through, learn extremely much > Good grades",5
Quit Studying,5
"friends, try to be like the others (and feel like that)",5
Keep in mind what I have already done in the Ggstz. (too younger),5
"""No-one has yet proven to you a good deal (e.g. skills)",5
Self-handicapping,5
establish contact with fellow students,5
Learn a lot so I can keep up,5
Call my best friend,5
let me be motivated by fear,5
Cancel the Study,5
Presuming Anxiety Drugs,5
Talk to Professors,5
Look at a nice movie,5
go shopping,5
Go eat well,5
keep my goal in mind,5
Find friends and find out if fear is justified,5
Learning more and developing skills,5
Talk to a professor about the requirements,5
Direct contact with colleagues,5
Easier to look forward to,5
Ask colleagues for help/ advice,5
Leave university again,5
Changing Studies,5
"Slower Studying, Give Time",5
Retaliation,5
I'm improving my skills,5
I ask when I need help,5
I make friends with them (that's how I get young),5
I'll let the UNI stay,5
I'll wait and see if I'm right,5
I invest twice in an exam,5
I convince myself that I can do this,5
I'll talk to friends about it,5
I try to have confidence in myself and my abilities.,5
I'm trying to see it as a drive to work even harder.,5
I'm trying to get to know new people who are alike.,5
I try to focus on myself and my own success.,5
Learn even harder,5
become clear about skills acquired so far (advantage of work experience),5
"Focus only on yourself, ignore others",5
Talk to fellow students about it,5
Focus on your own strengths,5
search others for their errors,5
"Abort study, get back to the job",5
Joining learning groups,5
Knowledge/cans hang out read,5
Students in similar situation to look for talk,5
with professors Lakes,5
I think they're better than me,5
I work more and concentrate on myself,5
I'm talking to friends,5
I'm trying to find a connection,5
I think I'll be able to do this because I've done this before.,5
I realize that my ability does not depend on my age,5
I'll talk to friends about it,5
I fight my fear by preparing myself well,5
I convince myself of my abilities,5
I make friends with you to learn from them,5
I don't focus on what else do,5
I trust in my own skill,5
I am pleased that the next generation is so confident,5
I talk to people in similar situations,5
I freshen up my knowledge & skills on/further education,5
I strengthen my self-confidence through other areas (e.g. sport),5
I leave you a little time and then look at the situation again,5
I'm talking to younger students to get to know them and their skills better,5
I'll ask them if they can help me.,5
I ask friends for advice who were in a similar situation.,5
I'm looking for security training.,5
"For the time being, I try to establish myself in the group with other skills (qualities).",5
I openly address my concern.,5
I go open to her and get to know her better,5
I'm insecure and I'm withdrawing,5
I make a list of things I've mastered well,5
I'm talking to my mom about it,5
"Fear flies over time, all a matter of habitation",5
Age doesn't matter,5
I'm worth nothing less just because other students can do something better,5
I am better at that in other areas,5
"I'm working harder on my VOs, but I'm doing less",5
I'm trying to find study groups,5
Let the motivation of others rub off on me,5
I'm thinking about what my skills are (possibly I've acquired quite others through the timeout),5
Focus on personal development and not putting competition,5
I don't measure myself against others,5
Try not to perceive the abilities of others,5
It is clear that young students are overestimating themselves,5
Find a connection to get to know her better,5
Applying even higher performance,5
Make Your Own Strengths Aware,5
Make fun of their naivety,5
Old fellow students seek and talk to them,5
Close new contacts,5
More Learning,5
Joining learning groups,5
Get in touch with the new students and compare how serious the differences really are,5
becoming aware of one's own strengths/skills,5
Abort Study,5
Efforts to Improve Skills,5
Ask other students for help,5
Rugged by Tips,5
Focus on myself,5
Do Not Orientate to Others,5
Get the best out of it,5
Creating a structured learning plan,5
Stop,5
Go to work,5
Seeking Other Study,5
Reassuring yourself that you're just as good,5
Find support with family & friends,5
Don't listen to your own negative thoughts,5
Appreciate that you already have more experience & that's why it's suitable,5
Keeping the target in mind,5
Thinking as Positive as Possible,5
I realize that I can do just as much,5
I allow the thoughts to be processed logically,5
I compare my skills before I prejudge,5
I meditate to find peace,5
I learn/repeat more than before,5
I call on my experience,5
I keep my skills in mind & try to strengthen my self-confidence again,5
I'm quitting college,5
I make friends with you and soon realize that many are just as insecure,5
I work and core even more,5
I'm learning a lot to keep up.,5
I'm building on my skills to make it.,5
I *** to see if they're really that good.,5
I won't let that impress me.,5
I'm talking to a trusted person about fear.,5
I'm taking medication to calm me down.,5
to focus on your own,5
"visit less LVs, but intensely.",5
"learn more, but also go out",5
"Find contact with these students, learn with them",5
contact them if you have any questions,5
"upgrade yourself (more experience, etc.)",5
"Younger students devalue, make bad",5
Ignore others' skills,5
Give the Best for Yourself,5
Ask fellow students to form learning groups,5
Regaining Study Out of Fear,5
Get out of the way with fellow students > no comparisons possible,5
Do not compare yourself with others,5
Seeing Student Counselling,5
Finding out how realistic my fear is,5
Younger students ask if they can learn together,5
Friends from higher semesters ask if they can help,5
get a realistic overview of the material,5
Making a timetable/learning plan,5
Make more effort while learning,5
treat yourself to time-out after learning & distract yourself,5
I'm looking for my peers,5
I'm thinking that I'm doing my studies for myself.,5
I remember that the study is interesting,5
I'll talk to a good friend about it.,5
I'm going to work instead,5
I'm learning more,5
I ask the younger ones if they really are so convinced,5
I'm learning relaxation techniques,5
I strengthen my self-confidence through various methods,5
I'm talking to a psychologist,5
I'm trying to read the material thoroughly.,5
I try to form a learning group with the other students.,5
I'm talking to friends and family about my insecurities.,5
I'm good at telling myself that I've had more life experience for this.,5
I'm not trying to compete with others.,5
I'm talking to someone in a similar situation about my fear.,5
I don't take too much time to get used to the student routine.,5
"I realize that, despite my time-out, I have more experience studying.",5
I'm studying and completing exams to prove to myself that I have the necessary skills.,5
I am thinking of the successes I have already achieved in my studies.,5
Learning more,5
A lot of questions,5
Keeping Secret How Old Is,5
Avoid social contacts,5
Give everything to be the best,5
Don't miss it with friends,5
Describe the problem to the family,5
Watch videos to fabric,5
Reading Books,5
I agree that I have gathered valuable experiences in my time-out that they still lack,5
"I am realistic, we are all at the same point & know/can equal much",5
I concentrate on my own achievements,5
I talk to friends/family about it & ask if they have had similar experiences,5
"I compare myself with myself (previous version of myself), not with others",5
I'm rejecting my studies,5
I work harder than everyone and show them,5
I'm trying to lower my expectations of myself,5
I'm waiting to see if my fear is even justified,5
I remember earlier successes and encourage myself to do so.,5
I'm trying to get infected by her drive,5
I'll get tips on how to get to her level,5
I get to know my fellow students and realize that I may already be able to keep up,5
I'm looking for help with the stuff with my fellow students,5
I'm learning more,5
"I'll just try the first semester and do my best, then I'll see if I can do it all.",5
I'm looking for a conversation with a professor I know,5
I'm trying to write the next exams as best I can,5
I exchange with the younger students to determine the difference (as I believed),5
invest more time and energy in the preparation and follow-up of the VO,5
I try to calm down and hide fear,5
try not to think about it,5
I try to confront this performance anxiety and find out in the courses if this assumption is even true,5
I strengthen my back by finding arguments that speak for me and my performance,5
I'm going to a professor's office,5
"when the fear gets too big, I talk to the university psychologist",5
I give the situation a chance and seek contact among the younger students,5
learn the more,5
to assure me that I can make it,5
Thinking about alternatives I shouldn't make it,5
bring it to me,5
Talk to someone about my worries,5
Find/Find Connection,5
become aware of the benefits of older age,5
become aware of more life experience,5
search for specific contact with students,5
Convince me of my own abilities,5
learn a lot,5
Strengthen Self-esteem,5
Talk to fellow students about it,5
Talk to friends/family about it,5
Abort Study,5
Visit tutoring/tutorials,5
Make Psychotherapy,5
Pray,5
& offend the others,5
Keeping track of achievements to date,5
I look at strategies of others,5
Keeping goals in mind & motivating,5
to say to yourself that you have more experience,5
learning/working hard,5
Listen carefully to all lectures,5
Telling Fears to Others,5
"just because others are younger, they're not even better",5
go to study group,5
Making friends in university,5
Self-confident,5
I'm trying to make friends with my fellow students.,5
I'm getting help in certain subjects to improve my skills.,5
"I ask professors for tips on literature, learning etc.",5
I'm talking to someone outside about the situation,5
I concentrate more on my studies and work hard with,5
I try to take enough time to study for exams.,5
Remembering Previous Successes,5
"join the ""smart"" group and ""retrace""",5
realize that you don't have to be the best,5
I'm doing my best & looking where it leads,5
I turn to the younger ones for help,5
I'm quitting studying,5
I'm changing my studies,5
I'm changing the university,5
I get advice from friends & family,5
I try to catch up & learn more than the younger students,5
I'm trying to forget.,6
I'll go find the client and ask for the reason.,6
I'll do better than that.,6
I'm doing sports.,6
I'm quitting.,6
I'll talk to a colleague about it.,6
I'm trying to figure out the reason myself.,6
I'm eating something.,6
try to believe what the boss said to me,6
Tell the client the opinion,6
complain to colleagues about the client,6
Find therapists/coach,6
Talk to friends/family,6
Eat chocolates,6
Tell me it's not up to me,6
I'm distracted by hobbies.,6
Seeking something positive about the situation,6
Assuring me that it could happen to anyone,6
Watch out for me,6
"If it doesn't get better, talk again",6
Make the boss believe,6
Don't let a single person evaluate my performance,6
I'm having trouble putting myself in the situation based on the description. Find Aerger far too obvious.,6
Talk to my boss about it/talk about it!,6
Sports,6
The customer had a bad day,6
I have given everything,6
"watching a movie, eating ice cream and whining",6
"Analyze situation, try to examine objectively",6
Has happened to others before me,6
doesn't have to see clients so fast,6
"I reflect on my work, think of possible mistakes, above all, but what I did well.",6
I'll talk to the client and ask for his dissatisfaction.,6
"I'm in the middle of work, so I'm distracting myself.",6
"I'm going to have a coffee, eat something, read a book.",6
I'm telling myself that I'm doing a good job.,6
Doing supervision (group - to listen to others as they deal with such things),6
Chief ask how he deals with such situations,6
Talk with friends/partners,6
in leisure time etw. fun goennen,6
Walking with a dog,6
reflect on and finish the topic,6
I'll talk to the client again,6
I'm talking to other clients about my performance,6
I'm looking for another job,6
I assure myself that I am good,6
I'll make myself something to eat and try to forget it,6
I'm taking a break from the job,6
I'm only going to take/maintain clients who'll save my time,6
I'll get a second opinion from friends,6
I'll ask the client why he doesn't tell me personally.,6
I tell the client that I'm doing my best with his requirements.,6
I'm angry and yelling at my client.,6
I'll hand him over to another person.,6
"I believe my boss, because as long as he likes it, I don't have to worry about it.",6
I'm starting to doubt myself,6
"There will always be naughty people, I don't want to waste my (free) time with thoughts about them",6
"my higher instance (boss) is satisfied, that's all that should be said",6
I don't want to take it personally,6
Next time I roll off the client on someone else,6
Next time I say klipp & clear what thing is and don't argue with him forever,6
I remain objective,6
Discussing the Clients,6
Do sports to react,6
Listening to music,6
"Talking about it with the boss, for example.",6
Alcohol,6
I try to distance myself from the customer,6
I'm trying to look forward,6
I'm trying to focus on my boss's statement,6
I'm not trying to take it personally,6
I recall successes in the field,6
I analyze where the problem lay,6
I am looking for reasons of dissatisfaction in the customer (in his person),6
I'm thinking about the good work I've done,6
The client's opinion tries to understand,6
Evaluating my own performance - did I do my best?,6
Maybe the client had a bad day/week/(family)problem,6
focus on the opinion of the boss,6
Search for repair options,6
Forgive yourself - you can't always give 100 percent of yourself (if the fault was really mine),6
I call all my friends and get emotional support from you,6
I'm thinking about what exactly I've done wrong and looking for a solution,6
I confront the client and ask him for a constructive criticism,6
I remember that every person has his own problems that are not necessarily my fault,6
I'm trying to improve my performance in the future,6
I turn my grief into anger with the help of alcohol.,6
I keep in mind that my performance was good.,6
try to believe the boss,6
doubting my abilities,6
Trust in my skills & forget it,6
change the job,6
Talk to someone about it,6
I'm cool because I know I'm doing my best and trying to stay motivated,6
I turn away from the client and find another one,6
I ask my boss what he would do in my place and try to develop a good concept,6
I'm having a disarming conversation with the little one to get rid of misunderstandings,6
Find a problem with him,6
hear from boss again that you are good,6
compare with other people,6
give someone else the client,6
Let the little one see for a time what he can do without you,6
get upset about it with someone,6
Take advantage of relaxation opportunities,6
sleep over it for the first time,6
Recalling Persons Who Have Been Helped,6
I drink alcohol,6
I eat unhealthy to fill the void in me,6
I'll call you sick the next day.,6
I try to learn more about the client's statement > how does he communicate with his body language?,6
I'm thinking about my boss's words.,6
"The night before bedtime, I replay the situation.",6
Making new work better,6
Asking Colleagues for Help,6
Distraction,6
Aspire to success in new work,6
"Wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait",6
Thank you boss for trust,6
Having a conversation with little ones: What can I do better?,6
Listening to music,6
Allow sadness & reflect what can be done better,6
Putting confidence in boss & his experience,6
"Try realistically to approach the matter, you can never help any client",6
interact with teammates to make sure,6
Supervision,6
Conversation with friends about their own feelings,6
try to acquire knowledge,6
I ask my boss how to behave,6
I'm talking to someone about it,6
I'm looking for a new client with whom I'm putting on a satisfactory line.,6
I'm going to find out about cases like this.,6
I recognize and appreciate my strengths & abilities,6
I'll sleep over one night,6
I'm learning from the situation,6
Find a conversation with client,6
Distracting from work,6
Give small ones to colleagues,6
Spa day,6
Make a list of self-improvements,6
Focus on past positive customer feedback,6
crying,6
Talk to the boss,6
Service to other customers,6
continue,6
do not fix on it,6
man must be strange,6
complaining to colleagues,6
try not to let it get to you,6
honest criticism call for job change?,6
distract,6
Thinking of nicer customers,6
go for a walk,6
Consciously release emotions,6
Addressing customers,6
pass on the client to a colleague/colleague,6
to reach out to the little ones & to try out a solution,6
Ignore,6
schedule less time for the client,6
"Trying to identify your own ""mistakes""",6
ask other colleagues for feedback,6
Discussing Clients,6
do not take the client too important > try to leave the incident behind,6
Modify how it works,6
ask the boss to talk to the client,6
submit the relevant client to other colleagues,6
I'm trying to improve my performance,6
I'm looking for another workspace,6
I'm telling myself that the client was particularly difficult,6
I'm going to talk to the client about it.,6
I get annoyed about the lost time,6
I don't try to be depressed and cheer myself up with things that are important to me,6
I'm thinking about what I can do even better with the client,6
I'm not sure if the boss is lying to me,6
Maybe the client should change therapist,6
Seek Distraction,6
Talk to someone,6
Asking Client for Constructive Criticism,6
work harder next time,6
to be cheered up by friends or the like,6
I think of other strengths that I have outside of work,6
"I say to myself, ""This is just one of many clients and relativize his opinion.",6
I address the little one & ask for constructive criticism & improve myself,6
"I do something good (bathing, food...)",6
I'm talking to a friend,6
I exchange ideas with colleagues who may have had the same experience,6
talk to friends,6
talk to the boss again,6
do sports to distract me,6
try to think of something else,6
try to focus on the next client,6
Eating ice cream/eating,6
try to make it better next time,6
blaspheme about the client with friends,6
try to forget it,6
ask the boss for feedback & suggestions for improvement,6
get upset with friends about the client,6
distracting yourself with friends,6
focus on other projects,6
remember well-performing projects,6
be happy to be rid of the difficult clients,6
remember that boss was good behind you & work,6
try to distract,6
talk to others about it and then forget about it,6
remember that everyone has problems with difficult clients,6
Remind all satisfied clients so far,6
show yourself that best given & had no other possibilities,6
I trust in my performance,6
I'll tell my boss how I feel,6
I'll give the clients away,6
I ask the client what I can do better,6
Ask yourself what made him a difficult client,6
Forget him - think about tomorrow,6
Rejecting Difficult Clients in the Future,6
Request detailed feedback from the boss,6
Determine room for manoeuvre with boss,6
Meditate,6
Looking back at your own competence,6
Training in dealing with difficult clients,6
Balance the input for the job/job itself,6
I'll work harder than before,6
I'm trying to get better,6
I try that what my boss assured me to understand again to make me feel better,6
I'm distracting,6
I try not to always take criticism seriously & ignore it,6
I'm telling the boss my displeasure.,6
I distance myself from the client's evaluation.,6
I'm eating something good.,6
I analyze the criticisms without taking them to heart.,6
"I distract myself, do leisure/sport",6
Complain to friends about it,6
Trying to find out what's bothering my client,6
I accept that not everyone can and just try to give my best,6
I call on other clients to remember who were satisfied,6
I'm pushing it away,6
"More information, further training",6
Exchange with other colleagues,6
Consider Rational,6
Reflecting on what it has,6
"Deep breath, close your eyes",6
Thinking about something beautiful,6
Go out for dinner,6
Talks with colleagues,6
Call Girlfriend,6
Take a break,6
Just go to the fresh air,6
Make a nice appointment at the weekend,6
Thinking of something beautiful,6
"Call clients, discuss problem",6
try to find out with client reasons of his complaint,6
Ignore Small,6
Walk in nature,6
Discuss with colleagues,6
trust in the statement of the boss,6
deal with other tasks,6
forget the difficult clients mentally,6
Concentrate on works that could be done faster in the past,6
"blame the situation, not yourself",6
I eat a lot of chocolate ice cream.,6
I'll check if I could have done something different.,6
I'm talking to a good colleague.,6
I'm going to work.,6
I'll do something fun after work.,6
I am talking to a colleague who has already experienced this.,6
I consciously remember better clients who praised me.,6
I'm talking to my boss about how to deal better with difficult little ones in the future,6
I play with my friend and focus on his praise.,6
I'm making a movie night with a friend,6
I do an activity that I can do well (e.g. baking),6
I'll give it to the little one.,6
I'm asking for the reason,6
I'll ask the boss what the client said.,6
I doubt my abilities,6
I believe in my skills and feel strengthened by the feedback from the boss,6
I remember the clients I could help,6
I let out the frustration of friends,6
Sports,6
eat good food,6
Celebrate with friends,6
about blaspheming the customer with friends,6
tell yourself that the customer was simply difficult,6
I rely on the word of my boss,6
I'm talking to my friends about the situation,6
I go through the whole situation again to assure myself that I have worked well,6
I forget the client,6
I don't think of the client,6
I try to quickly turn away from the last case and focus on the next client,6
I process my disappointment during a walk/s Skate,6
I'm telling myself that you can't make it right for everyone,6
"Think the boss's opinion is more important, even if I'm burdened.",6
"Ask him what didn't fit him, maybe it will.",6
I'll talk to people about it and see what they mean.,6
"Start judging my performance myself, even if it doesn't help me.",6
"Try to forget clients, and listen to the boss's opinion",6
Show more commitment at the next client to get confirmation,6
End your day with friends/family,6
Music/video games,6
meet me with friends to drink tea,6
Working with lighter clients in the future,6
Talk to my colleagues,6
try to forget,6
petting my pet,6
Music,6
Don't bother me and believe my boss.,6
"I didn't do anything wrong, so there's no reason to be sad.",6
Talk to the boss about this incident (surely also had the experience),6
Keeping my strengths in mind,6
Just ignore this case (often you are the drain valve of others),6
Weighing why the client thinks so.,6
Take a short break,6
I ask him for suggestions for improvement,6
I don't take it personally because the client might have had a bad day,6
I try to improve if the client makes good suggestions.,6
I ask my boss for suggestions for improvement,6
Criticism of Client Do Not Rethink,6
don't think about it anymore,6
Talk to boss about it,6
Talk to friends & family,6
Apologize to clients and explain the situation,6
Talk to employees,6
"Walking, getting clear head",6
Calm down,6
focus on positive feedback,6
make it clear to me that I couldn't do anything better,6
that happens to everyone,6
Thinking about my good performance,6
Thinking about something else,6
"""You can't change it any more.""",6
think about what was so difficult,6
I'm going to crawl away and cry first.,6
I breathe deep in and out and try to calm down,6
I'm telling myself it wasn't up to me and that the client is just difficult,6
I'm trying to ignore the situation,6
I'm trying to distract myself from the situation,6
I'm thinking everything's gonna be all right,6
I'm trying to get better in the future,6
Telling friends about the boss's feedback,6
Other/new clients: friendlier? better collaboration (blown client cover),6
Other activity in which you are good,6
I check my previous achievements to see if I'm satisfied with them,6
I inform myself about the customer with colleagues whether it complains often,6
I'll work harder in the future,6
"I keep going, my boss is right, I wonder if I'm just sad, because it took a lot of time, or if I can't",6
I'm not gonna let this get to me.,6
I ignore it because I know I was good.,6
"I see it as a ""difficult person.""",6
I'm telling myself that I did what I could.,6
"I will simply ""not take this person so seriously"" in the future.",6
I'm thinking about a strategy for dealing with this person.,6
I try to think of clients who were satisfied with my performance,6
I'm telling myself my boss has no reason to lie to me,6
I talk to friends/relatives about the situation,6
I'm thinking about everything that's bothered me about the client until the sadness turns into anger & I can blame him,6
I'm looking for the conversation with the little one to defuse the situation,6
I stop working right away,6
I give away the clients,6
I change the job,6
I complain to the boss that I don't get enough motivation due to the low wage,6
I have self-doubt,6
I'm going on as before,6
I have a very serious conversation with the client,6
I look for the conversation with the client and ask him what improvements he wants,6
Don't take client seriously,6
try to be better next,6
Distraction,6
Thinking/reflecting on performance,6
crying,6
Complain to friends/partners,6
Trying to Be Self-Conscious,6
Confidence in own performance,6
continue to work & try to forget,6
Talk to a colleague about the client.,6
Talk to my boss about the work in more detail.,6
Have a nice night/weekend.,6
Remind me of my achievements so far.,6
Meet with a friend and talk about it.,6
Distract me with friends.,6
Focus on new projects.,6
Think about what might have bothered the client.,6
Try to have better communication with customers in the future.,6
Talk to the boss,6
Talk to the client,6
convince yourself that the performance was good,6
distracting,6
complaining about the client,6
no longer accept difficult clients,6
Talk to friends and talk everything about the soul,6
Chief ask if/how I can improve,6
Client Ask Why He Complains,6
Talk to client about solutions,6
realize that you have done your best,6
blaming myself that I'm not good enough,6
tell the client the opinion that you have tried,6
Apologize to the client,6
I'm waiting for tomorrow,6
I take a relaxing calming bath,6
I'm watching a funny movie,6
I hope for nicer customers next time,6
I will take on other cases that I like more in the future,6
I'm calming down that my boss is satisfied,6
I eat an ice cream,6
I'm going jogging,6
trust the boss's words,6
try to be better in the future,6
"""There are always such clients",6
make me a nice evening after work,6
Talk about the situation with a good friend,6
then do something that makes fun,6
I'm good at talking to you,6
Asking Colleagues for Their Opinion,6
Go to the therapist,6
focus on the confirmation from the boss,6
Talk to colleagues,6
Talking to Friends,6
Start again calmly with the client,6
Making further training,6
Quitting + looking for new job,6
Communicating Clients to a Colleague,6
To reflect on the situation and not to let me approach you too close,6
Trusting in the safety of my boss,6
Talk to friends about my depression,6
Understand that I can't please everyone.,6
"Criticism also belongs to it in working life, but differences are simply there to leave",6
I talk to friends/family about my feelings.,6
"I try to ""reward"" myself with a little something",6
"I'm distracting myself, thinking of better achievements from the past.",6
I remember that interpersonally just sometimes problems can occur.,6
I'm talking to colleagues about the incident.,6
"After work, I'll do myself something good.",6
I'm trying to analyze what went wrong.,6
Tell me client = moron,6
Get m. pos. Opinions of satisfied clients,6
"Restraint, continue as before",6
"Speak to client, try to understand your view & reasons",6
Take f. longer time vacation > away from work,6
"Talk to colleagues, represent client as bad as possible",6
Call my best friend,6
order me something to eat,6
go shopping,6
let me in a bath,6
Look me through the work again,6
encourage myself to have done everything right,6
talk to the boss again,6
Contact the client,6
Get me drunk,6
Talk to my parents,6
Talk to colleagues,6
terminated,6
try to find out why,6
Find a client's conversation,6
Interview with Chef again,6
Training/training,6
Go to the bottom of why client has complained,6
Distraction by friends/leisure,6
Retraining/rethinking career choices,6
Trying to close the case,6
Remind of other clients who were satisfied,6
I don't care about it.,6
I'll make a list of what I might have done wrong.,6
I apologize to him/her next time and hope for peace,6
I ask my boss for a training (Customer Relationship),6
I'm trying to make it clear to myself that I've given my best.,6
I try to be clear that there are always people who have something to expose.,6
I'm looking for a conversation with my boss to find out where my mistakes are.,6
"I try to be proud of myself, to have dealt professionally with a difficult customer.",6
Discussing clients (what problems?),6
next time make more communication with client,6
to excite/dispose of bunks,6
Ask Chief for Assistance,6
distract with friends to forget things,6
Forget the client's opinion,6
Stamp Client as Difficult and Complicated,6
Recognize client as dissatisfied with his life,6
give on the boss more than on client,6
blaspheme with colleagues,6
I'll call friends.,6
I don't care about it & keep doing my job,6
I know that my work is good and don't let a client influence me,6
I trust myself to a therapist,6
I'm talking to the client,6
I realize I didn't do anything wrong,6
I remember the praise of my boss,6
I'll tell friends about it,6
I try to relax after work,6
I remember moments when I was also praised,6
I'm trying to focus on the next client,6
I'm watching my favorite movie for distraction,6
I remember all the other assignments that I've mastered well,6
I'll talk to colleagues/friends about it,6
I concentrate on the next assignment & do this well,6
I forget the job,6
"I'm telling myself it wasn't me, it was the customer.",6
I'm distracting myself with other topics,6
I remember that I can't always do everything perfect and I can learn from my mistakes,6
I'm trying to get confirmation from other kids.,6
I'm trying to understand that not every client can be satisfied with me.,6
I'm talking to colleagues about my problem.,6
I rely on my boss's words.,6
I'm trying to understand what's wrong with the client.,6
I continue to pay as much attention to the client as anyone else and not anymore.,6
I bring myself to other thoughts > invite friends to eat,6
I try to plan my time better in the future,6
Shit happens. let's move on,6
I go to the cinema & distract myself,6
In the next time I am extra busy & busy,6
I explain my position to the boss,6
I apologize to the client & stay professional,6
I'm trying to change my mind,6
"I know it's not my fault, I just need time",6
Talk to a good friend about it,6
Drink tea and think why the client complained,6
Ask the boss about the content of the complaint,6
To distract me with something else,6
Try to apply client criticism effectively in the future,6
Do not set too high targets,6
Accept praise from boss,6
Repelling Client's Criticism,6
View Criticism as Constructive,6
Talking bad to clients,6
self-assembly/good acknowledgment,6
Tell & talk to friends about it,6
Distraction with other work,6
Talk to Chef about Criticism,6
Forget the client and continue,6
"Go through the work again to calm yourself, learn, etc",6
Talk to colleagues,6
Confronting Clients,6
Heed Criticism and Improve,6
"Distract (sports, cinema, etc.)",6
Focus on positive orders,6
Ask the client why he sees it this way,6
Talk to colleagues about it,6
No longer treat client,6
Searching for a new job,6
Improve performance,6
see that not everyone likes you,6
Accept Opinion,6
Thinking about what you could do differently,6
Remembering Good Successes,6
Trusting in the Chief's Words,6
Partner/best friend/family tell about it,6
Find out why client is so burdensome,6
Comparing Successes & Defeats,6
I am aware that not all people are understandable/considerate,6
I'll talk to my boss about it.,6
I'll tell friends about it,6
I know I'll just be sad and it'll pass,6
"I'm working on my self-image, because it shouldn't make me sad",6
I write to the client an evil anonymous letter o. avenge me in another way,6
I focus on my boss praising my performance,6
I buy chocolate and a cat to comfort on my way home,6
I'm calling friends to build me up,6
I'm talking to the client about his impossible behavior,6
I no longer work with the client,6
I'll talk to a good colleague about it.,6
I'm in charge of an activity that's fun for me.,6
I'm trying to rebuild my self-esteem.,6
"The next client, I'll try harder.",6
I reject any further cooperation with him.,6
Focus on next client,6
Discuss with boss and colleagues what was going on.,6
Have a drink & talk with your workmate.,6
discuss the complaint > justified? (partly),6
distracting yourself,6
Seeking personal conversation with client,6
"To blame client, ""not my fault.""",6
report sick for a few days,6
Turn grief into anger,6
annoyed about clients and thus represent negative,6
Reflecting with boss what mistakes were,6
reflect on what the problem was to avoid/do better in the future,6
Addressing other clients with all the greater efforts,6
Talk to friends about it,6
Make Your Own Successs Clear,6
seek advice from colleagues,6
distracting yourself after work,6
make a plan for how to deal with it,6
